market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
M4A4 | Howl (Factory New),M4A4 | Howl,Factory New,6979.61,8513.21,8545.66,3
StatTrak™ FAMAS | Rapid Eye Movement (Well-Worn),StatTrak™ FAMAS | Rapid Eye Movement,Well-Worn,1.38,1.76,4.15,13
StatTrak™ FAMAS | Roll Cage (Battle-Scarred),StatTrak™ FAMAS | Roll Cage,Battle-Scarred,5.0,6.7,15.78,7
StatTrak™ FAMAS | Roll Cage (Factory New),StatTrak™ FAMAS | Roll Cage,Factory New,150.0,94.02,150.0,1
StatTrak™ FAMAS | Roll Cage (Field-Tested),StatTrak™ FAMAS | Roll Cage,Field-Tested,6.02,7.41,21.72,13
StatTrak™ FAMAS | Roll Cage (Minimal Wear),StatTrak™ FAMAS | Roll Cage,Minimal Wear,23.59,17.02,35.2,7
StatTrak™ FAMAS | Roll Cage (Well-Worn),StatTrak™ FAMAS | Roll Cage,Well-Worn,12.99,6.84,13.68,6
StatTrak™ FAMAS | Sergeant (Battle-Scarred),StatTrak™ FAMAS | Sergeant,Battle-Scarred,4.95,5.54,16.94,6
StatTrak™ FAMAS | Sergeant (Field-Tested),StatTrak™ FAMAS | Sergeant,Field-Tested,7.0,7.51,12.18,12
StatTrak™ FAMAS | Sergeant (Minimal Wear),StatTrak™ FAMAS | Sergeant,Minimal Wear,22.5,14.56,52.99,4
StatTrak™ FAMAS | Sergeant (Well-Worn),StatTrak™ FAMAS | Sergeant,Well-Worn,6.99,5.56,32.31,5
StatTrak™ FAMAS | Survivor Z (Battle-Scarred),StatTrak™ FAMAS | Survivor Z,Battle-Scarred,0.44,0.57,1.1,16
StatTrak™ FAMAS | Survivor Z (Factory New),StatTrak™ FAMAS | Survivor Z,Factory New,2.27,2.17,6.29,12
StatTrak™ FAMAS | Survivor Z (Field-Tested),StatTrak™ FAMAS | Survivor Z,Field-Tested,0.5,0.7,2.14,28
StatTrak™ FAMAS | Survivor Z (Minimal Wear),StatTrak™ FAMAS | Survivor Z,Minimal Wear,1.14,1.33,3.72,25
StatTrak™ FAMAS | Survivor Z (Well-Worn),StatTrak™ FAMAS | Survivor Z,Well-Worn,0.86,1.1,1.94,6
StatTrak™ FAMAS | Valence (Battle-Scarred),StatTrak™ FAMAS | Valence,Battle-Scarred,4.56,4.66,4.56,1
StatTrak™ FAMAS | Valence (Factory New),StatTrak™ FAMAS | Valence,Factory New,19.28,23.91,49.77,15
StatTrak™ FAMAS | Valence (Field-Tested),StatTrak™ FAMAS | Valence,Field-Tested,4.23,5.3,9.7,38
StatTrak™ FAMAS | Valence (Minimal Wear),StatTrak™ FAMAS | Valence,Minimal Wear,6.97,9.09,13.06,13
StatTrak™ FAMAS | Valence (Well-Worn),StatTrak™ FAMAS | Valence,Well-Worn,5.93,5.66,5.93,1
StatTrak™ FAMAS | ZX Spectron (Battle-Scarred),StatTrak™ FAMAS | ZX Spectron,Battle-Scarred,2.81,3.15,7.09,10
StatTrak™ FAMAS | ZX Spectron (Factory New),StatTrak™ FAMAS | ZX Spectron,Factory New,30.53,28.81,48.55,11
StatTrak™ FAMAS | ZX Spectron (Field-Tested),StatTrak™ FAMAS | ZX Spectron,Field-Tested,3.72,4.77,12.44,36
StatTrak™ FAMAS | ZX Spectron (Minimal Wear),StatTrak™ FAMAS | ZX Spectron,Minimal Wear,7.45,8.89,11.9,14
StatTrak™ FAMAS | ZX Spectron (Well-Worn),StatTrak™ FAMAS | ZX Spectron,Well-Worn,2.57,3.45,4.88,9
StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred),StatTrak™ Five-SeveN | Angry Mob,Battle-Scarred,15.5,16.39,16.06,3
StatTrak™ Five-SeveN | Angry Mob (Factory New),StatTrak™ Five-SeveN | Angry Mob,Factory New,56.01,48.93,72.75,5
StatTrak™ Five-SeveN | Angry Mob (Field-Tested),StatTrak™ Five-SeveN | Angry Mob,Field-Tested,12.93,15.93,17.9,14
StatTrak™ Five-SeveN | Angry Mob (Minimal Wear),StatTrak™ Five-SeveN | Angry Mob,Minimal Wear,18.08,22.19,22.43,8
StatTrak™ Five-SeveN | Angry Mob (Well-Worn),StatTrak™ Five-SeveN | Angry Mob,Well-Worn,,17.06,,0
StatTrak™ Five-SeveN | Boost Protocol (Factory New),StatTrak™ Five-SeveN | Boost Protocol,Factory New,13.55,16.58,23.37,57
StatTrak™ Five-SeveN | Boost Protocol (Field-Tested),StatTrak™ Five-SeveN | Boost Protocol,Field-Tested,5.04,5.53,6.78,80
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),StatTrak™ Five-SeveN | Boost Protocol,Minimal Wear,8.47,9.15,14.22,50
StatTrak™ Five-SeveN | Boost Protocol (Well-Worn),StatTrak™ Five-SeveN | Boost Protocol,Well-Worn,6.87,6.33,6.87,1
StatTrak™ Five-SeveN | Buddy (Battle-Scarred),StatTrak™ Five-SeveN | Buddy,Battle-Scarred,1.97,1.12,1.99,5
StatTrak™ Five-SeveN | Buddy (Factory New),StatTrak™ Five-SeveN | Buddy,Factory New,5.32,5.35,9.14,16
StatTrak™ Five-SeveN | Buddy (Field-Tested),StatTrak™ Five-SeveN | Buddy,Field-Tested,1.04,1.42,1.83,17
StatTrak™ Five-SeveN | Buddy (Minimal Wear),StatTrak™ Five-SeveN | Buddy,Minimal Wear,3.0,2.84,6.76,10
StatTrak™ Five-SeveN | Buddy (Well-Worn),StatTrak™ Five-SeveN | Buddy,Well-Worn,1.18,1.32,1.92,7
StatTrak™ Five-SeveN | Capillary (Battle-Scarred),StatTrak™ Five-SeveN | Capillary,Battle-Scarred,0.27,0.39,0.61,13
StatTrak™ Five-SeveN | Capillary (Factory New),StatTrak™ Five-SeveN | Capillary,Factory New,1.46,1.78,3.63,24
StatTrak™ Five-SeveN | Capillary (Field-Tested),StatTrak™ Five-SeveN | Capillary,Field-Tested,0.34,0.46,1.41,39
StatTrak™ Five-SeveN | Capillary (Minimal Wear),StatTrak™ Five-SeveN | Capillary,Minimal Wear,0.66,0.93,1.29,22
StatTrak™ Five-SeveN | Capillary (Well-Worn),StatTrak™ Five-SeveN | Capillary,Well-Worn,,1.11,,0
StatTrak™ Five-SeveN | Case Hardened (Battle-Scarred),StatTrak™ Five-SeveN | Case Hardened,Battle-Scarred,23.97,119.93,76.3,4
StatTrak™ Five-SeveN | Case Hardened (Factory New),StatTrak™ Five-SeveN | Case Hardened,Factory New,75.22,78.19,238.8,11
StatTrak™ Five-SeveN | Case Hardened (Field-Tested),StatTrak™ Five-SeveN | Case Hardened,Field-Tested,19.79,215.16,116.24,18
StatTrak™ Five-SeveN | Case Hardened (Minimal Wear),StatTrak™ Five-SeveN | Case Hardened,Minimal Wear,32.75,225.63,66.65,20
StatTrak™ Five-SeveN | Case Hardened (Well-Worn),StatTrak™ Five-SeveN | Case Hardened,Well-Worn,19.96,263.76,49.17,7
StatTrak™ Five-SeveN | Copper Galaxy (Factory New),StatTrak™ Five-SeveN | Copper Galaxy,Factory New,21.16,25.36,41.95,50
StatTrak™ Five-SeveN | Copper Galaxy (Field-Tested),StatTrak™ Five-SeveN | Copper Galaxy,Field-Tested,16.0,17.97,32.67,7
StatTrak™ Five-SeveN | Copper Galaxy (Minimal Wear),StatTrak™ Five-SeveN | Copper Galaxy,Minimal Wear,18.93,19.78,27.98,8
StatTrak™ Five-SeveN | Fairy Tale (Battle-Scarred),StatTrak™ Five-SeveN | Fairy Tale,Battle-Scarred,36.85,33.5,36.85,1
StatTrak™ Five-SeveN | Fairy Tale (Factory New),StatTrak™ Five-SeveN | Fairy Tale,Factory New,155.1,181.25,167.55,2
StatTrak™ Five-SeveN | Fairy Tale (Field-Tested),StatTrak™ Five-SeveN | Fairy Tale,Field-Tested,37.99,43.02,44.11,7
StatTrak™ Five-SeveN | Fairy Tale (Minimal Wear),StatTrak™ Five-SeveN | Fairy Tale,Minimal Wear,73.84,80.11,85.4,4
StatTrak™ Five-SeveN | Fairy Tale (Well-Worn),StatTrak™ Five-SeveN | Fairy Tale,Well-Worn,,36.23,,0
StatTrak™ Five-SeveN | Flame Test (Battle-Scarred),StatTrak™ Five-SeveN | Flame Test,Battle-Scarred,0.12,0.17,0.52,17
StatTrak™ Five-SeveN | Flame Test (Factory New),StatTrak™ Five-SeveN | Flame Test,Factory New,1.19,1.21,3.93,111
StatTrak™ Five-SeveN | Flame Test (Field-Tested),StatTrak™ Five-SeveN | Flame Test,Field-Tested,0.14,0.2,0.94,157
StatTrak™ Five-SeveN | Flame Test (Minimal Wear),StatTrak™ Five-SeveN | Flame Test,Minimal Wear,0.4,0.51,2.13,143
StatTrak™ Five-SeveN | Flame Test (Well-Worn),StatTrak™ Five-SeveN | Flame Test,Well-Worn,0.22,0.31,0.45,22
StatTrak™ Five-SeveN | Fowl Play (Battle-Scarred),StatTrak™ Five-SeveN | Fowl Play,Battle-Scarred,5.83,6.32,9.04,8
StatTrak™ Five-SeveN | Fowl Play (Factory New),StatTrak™ Five-SeveN | Fowl Play,Factory New,20.85,26.11,63.63,4
StatTrak™ Five-SeveN | Fowl Play (Field-Tested),StatTrak™ Five-SeveN | Fowl Play,Field-Tested,6.03,7.43,31.08,14
StatTrak™ Five-SeveN | Fowl Play (Minimal Wear),StatTrak™ Five-SeveN | Fowl Play,Minimal Wear,12.92,13.4,48.03,9
StatTrak™ Five-SeveN | Fowl Play (Well-Worn),StatTrak™ Five-SeveN | Fowl Play,Well-Worn,6.28,6.49,9.97,7
StatTrak™ Five-SeveN | Hybrid (Battle-Scarred),StatTrak™ Five-SeveN | Hybrid,Battle-Scarred,1.15,1.47,2.54,28
StatTrak™ Five-SeveN | Hybrid (Factory New),StatTrak™ Five-SeveN | Hybrid,Factory New,5.12,6.4,11.85,7
StatTrak™ Five-SeveN | Hybrid (Field-Tested),StatTrak™ Five-SeveN | Hybrid,Field-Tested,1.38,1.73,2.17,52
StatTrak™ Five-SeveN | Hybrid (Minimal Wear),StatTrak™ Five-SeveN | Hybrid,Minimal Wear,2.83,2.95,6.01,20
StatTrak™ Five-SeveN | Hybrid (Well-Worn),StatTrak™ Five-SeveN | Hybrid,Well-Worn,1.09,1.49,1.77,25
StatTrak™ Five-SeveN | Hyper Beast (Battle-Scarred),StatTrak™ Five-SeveN | Hyper Beast,Battle-Scarred,,105.03,,0
StatTrak™ Five-SeveN | Hyper Beast (Factory New),StatTrak™ Five-SeveN | Hyper Beast,Factory New,488.89,567.9,1057.22,4
StatTrak™ Five-SeveN | Hyper Beast (Field-Tested),StatTrak™ Five-SeveN | Hyper Beast,Field-Tested,121.4,114.22,132.85,4
StatTrak™ Five-SeveN | Hyper Beast (Minimal Wear),StatTrak™ Five-SeveN | Hyper Beast,Minimal Wear,176.7,161.99,176.7,1
StatTrak™ Five-SeveN | Hyper Beast (Well-Worn),StatTrak™ Five-SeveN | Hyper Beast,Well-Worn,,110.22,,0
StatTrak™ Five-SeveN | Kami (Factory New),StatTrak™ Five-SeveN | Kami,Factory New,4.7,4.64,35.29,31
StatTrak™ Five-SeveN | Kami (Field-Tested),StatTrak™ Five-SeveN | Kami,Field-Tested,1.81,2.19,15.38,30
StatTrak™ Five-SeveN | Kami (Minimal Wear),StatTrak™ Five-SeveN | Kami,Minimal Wear,2.64,3.03,35.43,47
StatTrak™ Five-SeveN | Monkey Business (Battle-Scarred),StatTrak™ Five-SeveN | Monkey Business,Battle-Scarred,9.76,7.77,10.14,4
StatTrak™ Five-SeveN | Monkey Business (Field-Tested),StatTrak™ Five-SeveN | Monkey Business,Field-Tested,7.39,8.8,14.68,20
StatTrak™ Five-SeveN | Monkey Business (Minimal Wear),StatTrak™ Five-SeveN | Monkey Business,Minimal Wear,39.53,43.51,60.04,7
StatTrak™ Five-SeveN | Monkey Business (Well-Worn),StatTrak™ Five-SeveN | Monkey Business,Well-Worn,6.42,7.45,12.15,16
StatTrak™ Five-SeveN | Nightshade (Battle-Scarred),StatTrak™ Five-SeveN | Nightshade,Battle-Scarred,7.0,5.54,7.0,1
StatTrak™ Five-SeveN | Nightshade (Factory New),StatTrak™ Five-SeveN | Nightshade,Factory New,6.5,7.96,52.47,25
StatTrak™ Five-SeveN | Nightshade (Field-Tested),StatTrak™ Five-SeveN | Nightshade,Field-Tested,5.71,6.24,162.8,18
StatTrak™ Five-SeveN | Nightshade (Minimal Wear),StatTrak™ Five-SeveN | Nightshade,Minimal Wear,6.02,6.72,117.36,8
StatTrak™ Five-SeveN | Nightshade (Well-Worn),StatTrak™ Five-SeveN | Nightshade,Well-Worn,699.99,7.34,699.99,1
StatTrak™ Five-SeveN | Retrobution (Battle-Scarred),StatTrak™ Five-SeveN | Retrobution,Battle-Scarred,1.55,1.72,4.83,11
StatTrak™ Five-SeveN | Retrobution (Factory New),StatTrak™ Five-SeveN | Retrobution,Factory New,10.15,10.24,19.29,12
StatTrak™ Five-SeveN | Retrobution (Field-Tested),StatTrak™ Five-SeveN | Retrobution,Field-Tested,1.58,2.16,3.52,24
StatTrak™ Five-SeveN | Retrobution (Minimal Wear),StatTrak™ Five-SeveN | Retrobution,Minimal Wear,4.09,5.12,6.75,6
StatTrak™ Five-SeveN | Retrobution (Well-Worn),StatTrak™ Five-SeveN | Retrobution,Well-Worn,1.87,1.75,3.28,13
StatTrak™ Five-SeveN | Scrawl (Battle-Scarred),StatTrak™ Five-SeveN | Scrawl,Battle-Scarred,0.08,0.13,0.31,40
StatTrak™ Five-SeveN | Scrawl (Factory New),StatTrak™ Five-SeveN | Scrawl,Factory New,1.4,1.5,9.73,61
StatTrak™ Five-SeveN | Scrawl (Field-Tested),StatTrak™ Five-SeveN | Scrawl,Field-Tested,0.09,0.13,0.76,103
StatTrak™ Five-SeveN | Scrawl (Minimal Wear),StatTrak™ Five-SeveN | Scrawl,Minimal Wear,0.25,0.33,1.13,89
StatTrak™ Five-SeveN | Scrawl (Well-Worn),StatTrak™ Five-SeveN | Scrawl,Well-Worn,0.08,0.12,0.2,170
StatTrak™ Five-SeveN | Scumbria (Battle-Scarred),StatTrak™ Five-SeveN | Scumbria,Battle-Scarred,0.17,0.17,0.68,28
StatTrak™ Five-SeveN | Scumbria (Factory New),StatTrak™ Five-SeveN | Scumbria,Factory New,3.38,2.68,10.39,25
StatTrak™ Five-SeveN | Scumbria (Field-Tested),StatTrak™ Five-SeveN | Scumbria,Field-Tested,0.13,0.19,1.61,67
StatTrak™ Five-SeveN | Scumbria (Minimal Wear),StatTrak™ Five-SeveN | Scumbria,Minimal Wear,0.27,0.43,1.99,13
StatTrak™ Five-SeveN | Scumbria (Well-Worn),StatTrak™ Five-SeveN | Scumbria,Well-Worn,0.11,0.15,0.44,20
StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred),StatTrak™ Five-SeveN | Triumvirate,Battle-Scarred,84.05,5.01,84.05,1
StatTrak™ Five-SeveN | Triumvirate (Factory New),StatTrak™ Five-SeveN | Triumvirate,Factory New,12.08,10.63,31.78,8
StatTrak™ Five-SeveN | Triumvirate (Field-Tested),StatTrak™ Five-SeveN | Triumvirate,Field-Tested,5.19,5.61,5.41,4
StatTrak™ Five-SeveN | Triumvirate (Minimal Wear),StatTrak™ Five-SeveN | Triumvirate,Minimal Wear,6.25,6.91,23.26,9
StatTrak™ Five-SeveN | Triumvirate (Well-Worn),StatTrak™ Five-SeveN | Triumvirate,Well-Worn,6.16,5.38,6.16,1
StatTrak™ Five-SeveN | Urban Hazard (Factory New),StatTrak™ Five-SeveN | Urban Hazard,Factory New,5.19,6.22,32.88,73
StatTrak™ Five-SeveN | Urban Hazard (Field-Tested),StatTrak™ Five-SeveN | Urban Hazard,Field-Tested,3.87,4.46,11.11,18
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear),StatTrak™ Five-SeveN | Urban Hazard,Minimal Wear,3.9,4.6,11.95,67
StatTrak™ Five-SeveN | Violent Daimyo (Battle-Scarred),StatTrak™ Five-SeveN | Violent Daimyo,Battle-Scarred,0.53,0.68,1.14,21
StatTrak™ Five-SeveN | Violent Daimyo (Factory New),StatTrak™ Five-SeveN | Violent Daimyo,Factory New,3.78,3.78,13.93,42
StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested),StatTrak™ Five-SeveN | Violent Daimyo,Field-Tested,0.59,0.76,2.14,56
StatTrak™ Five-SeveN | Violent Daimyo (Minimal Wear),StatTrak™ Five-SeveN | Violent Daimyo,Minimal Wear,1.55,1.69,5.99,48
StatTrak™ Five-SeveN | Violent Daimyo (Well-Worn),StatTrak™ Five-SeveN | Violent Daimyo,Well-Worn,,1.38,,0
StatTrak™ G3SG1 | Azure Zebra (Factory New),StatTrak™ G3SG1 | Azure Zebra,Factory New,6.37,7.21,15.69,6
StatTrak™ G3SG1 | Azure Zebra (Field-Tested),StatTrak™ G3SG1 | Azure Zebra,Field-Tested,5.59,5.75,5.85,3
StatTrak™ G3SG1 | Azure Zebra (Minimal Wear),StatTrak™ G3SG1 | Azure Zebra,Minimal Wear,4.33,5.78,16.13,11
StatTrak™ G3SG1 | Black Sand (Battle-Scarred),StatTrak™ G3SG1 | Black Sand,Battle-Scarred,0.7,0.74,1.23,7
StatTrak™ G3SG1 | Black Sand (Factory New),StatTrak™ G3SG1 | Black Sand,Factory New,6.99,3.82,13.5,2
StatTrak™ G3SG1 | Black Sand (Field-Tested),StatTrak™ G3SG1 | Black Sand,Field-Tested,0.79,0.93,1.57,37
StatTrak™ G3SG1 | Black Sand (Minimal Wear),StatTrak™ G3SG1 | Black Sand,Minimal Wear,2.11,2.0,3.02,3
StatTrak™ G3SG1 | Black Sand (Well-Worn),StatTrak™ G3SG1 | Black Sand,Well-Worn,,1.74,,0
StatTrak™ G3SG1 | Demeter (Battle-Scarred),StatTrak™ G3SG1 | Demeter,Battle-Scarred,8.03,6.27,8.03,1
StatTrak™ G3SG1 | Demeter (Factory New),StatTrak™ G3SG1 | Demeter,Factory New,59.99,31.51,59.99,1
StatTrak™ G3SG1 | Demeter (Field-Tested),StatTrak™ G3SG1 | Demeter,Field-Tested,8.14,6.86,9.12,4
StatTrak™ G3SG1 | Demeter (Minimal Wear),StatTrak™ G3SG1 | Demeter,Minimal Wear,7.1,7.94,7.1,1
StatTrak™ G3SG1 | Demeter (Well-Worn),StatTrak™ G3SG1 | Demeter,Well-Worn,205.5,6.84,205.5,1
StatTrak™ G3SG1 | Digital Mesh (Battle-Scarred),StatTrak™ G3SG1 | Digital Mesh,Battle-Scarred,0.54,0.26,1.37,3
StatTrak™ G3SG1 | Digital Mesh (Factory New),StatTrak™ G3SG1 | Digital Mesh,Factory New,3.21,3.52,10.56,9
StatTrak™ G3SG1 | Digital Mesh (Field-Tested),StatTrak™ G3SG1 | Digital Mesh,Field-Tested,0.92,1.25,1.2,3
StatTrak™ G3SG1 | Digital Mesh (Minimal Wear),StatTrak™ G3SG1 | Digital Mesh,Minimal Wear,1.47,1.45,1.91,10
StatTrak™ G3SG1 | Digital Mesh (Well-Worn),StatTrak™ G3SG1 | Digital Mesh,Well-Worn,,1.02,,0
StatTrak™ G3SG1 | Dream Glade (Battle-Scarred),StatTrak™ G3SG1 | Dream Glade,Battle-Scarred,0.32,0.4,2.59,29
StatTrak™ G3SG1 | Dream Glade (Factory New),StatTrak™ G3SG1 | Dream Glade,Factory New,3.17,2.85,14.3,14
StatTrak™ G3SG1 | Dream Glade (Field-Tested),StatTrak™ G3SG1 | Dream Glade,Field-Tested,0.32,0.44,1.29,54
StatTrak™ G3SG1 | Dream Glade (Minimal Wear),StatTrak™ G3SG1 | Dream Glade,Minimal Wear,0.79,1.0,2.14,37
StatTrak™ G3SG1 | Dream Glade (Well-Worn),StatTrak™ G3SG1 | Dream Glade,Well-Worn,0.28,0.41,1.12,49
StatTrak™ G3SG1 | Flux (Battle-Scarred),StatTrak™ G3SG1 | Flux,Battle-Scarred,,18.83,,0
StatTrak™ G3SG1 | Flux (Factory New),StatTrak™ G3SG1 | Flux,Factory New,57.41,66.56,124.38,4
StatTrak™ G3SG1 | Flux (Field-Tested),StatTrak™ G3SG1 | Flux,Field-Tested,27.99,24.61,27.99,1
StatTrak™ G3SG1 | Flux (Minimal Wear),StatTrak™ G3SG1 | Flux,Minimal Wear,36.6,37.5,38.99,3
StatTrak™ G3SG1 | Flux (Well-Worn),StatTrak™ G3SG1 | Flux,Well-Worn,,19.13,,0
StatTrak™ G3SG1 | High Seas (Battle-Scarred),StatTrak™ G3SG1 | High Seas,Battle-Scarred,1.12,1.53,2.78,4
StatTrak™ G3SG1 | High Seas (Factory New),StatTrak™ G3SG1 | High Seas,Factory New,7.94,8.35,14.46,14
StatTrak™ G3SG1 | High Seas (Field-Tested),StatTrak™ G3SG1 | High Seas,Field-Tested,1.28,1.63,4.23,27
StatTrak™ G3SG1 | High Seas (Minimal Wear),StatTrak™ G3SG1 | High Seas,Minimal Wear,2.74,3.51,5.21,10
StatTrak™ G3SG1 | High Seas (Well-Worn),StatTrak™ G3SG1 | High Seas,Well-Worn,1.94,2.21,2.1,3
StatTrak™ G3SG1 | Hunter (Battle-Scarred),StatTrak™ G3SG1 | Hunter,Battle-Scarred,0.09,0.14,0.34,40
StatTrak™ G3SG1 | Hunter (Factory New),StatTrak™ G3SG1 | Hunter,Factory New,2.28,1.66,4.0,23
StatTrak™ G3SG1 | Hunter (Field-Tested),StatTrak™ G3SG1 | Hunter,Field-Tested,0.12,0.16,0.56,26
StatTrak™ G3SG1 | Hunter (Minimal Wear),StatTrak™ G3SG1 | Hunter,Minimal Wear,0.26,0.38,0.82,13
StatTrak™ G3SG1 | Hunter (Well-Worn),StatTrak™ G3SG1 | Hunter,Well-Worn,0.09,0.14,0.31,23
StatTrak™ G3SG1 | Keeping Tabs (Battle-Scarred),StatTrak™ G3SG1 | Keeping Tabs,Battle-Scarred,,1.12,,0
StatTrak™ G3SG1 | Keeping Tabs (Factory New),StatTrak™ G3SG1 | Keeping Tabs,Factory New,5.17,5.09,30.72,8
StatTrak™ G3SG1 | Keeping Tabs (Field-Tested),StatTrak™ G3SG1 | Keeping Tabs,Field-Tested,1.59,1.83,2.69,17
StatTrak™ G3SG1 | Keeping Tabs (Minimal Wear),StatTrak™ G3SG1 | Keeping Tabs,Minimal Wear,15.86,3.26,15.86,1
StatTrak™ G3SG1 | Keeping Tabs (Well-Worn),StatTrak™ G3SG1 | Keeping Tabs,Well-Worn,1.49,1.09,1.55,2
StatTrak™ G3SG1 | Murky (Factory New),StatTrak™ G3SG1 | Murky,Factory New,2.89,2.61,10.82,30
StatTrak™ G3SG1 | Murky (Field-Tested),StatTrak™ G3SG1 | Murky,Field-Tested,1.4,1.51,1.87,3
StatTrak™ G3SG1 | Murky (Minimal Wear),StatTrak™ G3SG1 | Murky,Minimal Wear,1.34,1.78,2.04,15
StatTrak™ G3SG1 | Orange Crash (Battle-Scarred),StatTrak™ G3SG1 | Orange Crash,Battle-Scarred,0.76,0.2,0.77,2
StatTrak™ G3SG1 | Orange Crash (Factory New),StatTrak™ G3SG1 | Orange Crash,Factory New,2.17,1.28,6.08,11
StatTrak™ G3SG1 | Orange Crash (Field-Tested),StatTrak™ G3SG1 | Orange Crash,Field-Tested,0.13,0.19,0.44,11
StatTrak™ G3SG1 | Orange Crash (Minimal Wear),StatTrak™ G3SG1 | Orange Crash,Minimal Wear,0.34,0.47,0.93,25
StatTrak™ G3SG1 | Orange Crash (Well-Worn),StatTrak™ G3SG1 | Orange Crash,Well-Worn,0.26,0.29,0.28,2
StatTrak™ G3SG1 | Scavenger (Battle-Scarred),StatTrak™ G3SG1 | Scavenger,Battle-Scarred,0.88,1.0,1.89,14
StatTrak™ G3SG1 | Scavenger (Factory New),StatTrak™ G3SG1 | Scavenger,Factory New,3.0,3.07,5.86,14
StatTrak™ G3SG1 | Scavenger (Field-Tested),StatTrak™ G3SG1 | Scavenger,Field-Tested,0.82,1.04,6.57,35
StatTrak™ G3SG1 | Scavenger (Minimal Wear),StatTrak™ G3SG1 | Scavenger,Minimal Wear,1.36,1.65,1.36,1
StatTrak™ G3SG1 | Scavenger (Well-Worn),StatTrak™ G3SG1 | Scavenger,Well-Worn,1.05,0.98,1.46,3
StatTrak™ G3SG1 | Stinger (Battle-Scarred),StatTrak™ G3SG1 | Stinger,Battle-Scarred,0.63,0.84,0.92,2
StatTrak™ G3SG1 | Stinger (Factory New),StatTrak™ G3SG1 | Stinger,Factory New,48.9,3.88,48.9,1
StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ G3SG1 | Stinger,Field-Tested,0.69,0.91,1.73,20
StatTrak™ G3SG1 | Stinger (Minimal Wear),StatTrak™ G3SG1 | Stinger,Minimal Wear,1.34,1.78,2.84,8
StatTrak™ G3SG1 | Stinger (Well-Worn),StatTrak™ G3SG1 | Stinger,Well-Worn,1.0,1.09,1.0,1
StatTrak™ G3SG1 | The Executioner (Battle-Scarred),StatTrak™ G3SG1 | The Executioner,Battle-Scarred,3.66,3.33,4.78,2
StatTrak™ G3SG1 | The Executioner (Field-Tested),StatTrak™ G3SG1 | The Executioner,Field-Tested,3.85,4.29,6.54,10
StatTrak™ G3SG1 | The Executioner (Minimal Wear),StatTrak™ G3SG1 | The Executioner,Minimal Wear,,61.89,,0
StatTrak™ G3SG1 | The Executioner (Well-Worn),StatTrak™ G3SG1 | The Executioner,Well-Worn,4.0,3.74,4.68,4
StatTrak™ G3SG1 | Ventilator (Factory New),StatTrak™ G3SG1 | Ventilator,Factory New,0.69,0.93,5.49,21
StatTrak™ G3SG1 | Ventilator (Field-Tested),StatTrak™ G3SG1 | Ventilator,Field-Tested,0.13,0.18,0.28,21
StatTrak™ G3SG1 | Ventilator (Minimal Wear),StatTrak™ G3SG1 | Ventilator,Minimal Wear,0.25,0.33,1.2,22
StatTrak™ G3SG1 | Ventilator (Well-Worn),StatTrak™ G3SG1 | Ventilator,Well-Worn,0.16,0.2,0.54,17
StatTrak™ Galil AR | Akoben (Battle-Scarred),StatTrak™ Galil AR | Akoben,Battle-Scarred,0.26,0.32,1.52,14
StatTrak™ Galil AR | Akoben (Factory New),StatTrak™ Galil AR | Akoben,Factory New,3.48,2.12,7.75,18
StatTrak™ Galil AR | Akoben (Field-Tested),StatTrak™ Galil AR | Akoben,Field-Tested,0.29,0.42,0.5,53
StatTrak™ Galil AR | Akoben (Minimal Wear),StatTrak™ Galil AR | Akoben,Minimal Wear,0.99,1.12,1.7,11
StatTrak™ Galil AR | Akoben (Well-Worn),StatTrak™ Galil AR | Akoben,Well-Worn,0.52,0.63,1.2,5
StatTrak™ Galil AR | Black Sand (Battle-Scarred),StatTrak™ Galil AR | Black Sand,Battle-Scarred,0.2,0.28,1.33,15
StatTrak™ Galil AR | Black Sand (Factory New),StatTrak™ Galil AR | Black Sand,Factory New,2.82,2.81,7.89,13
StatTrak™ Galil AR | Black Sand (Field-Tested),StatTrak™ Galil AR | Black Sand,Field-Tested,0.25,0.35,0.88,39
StatTrak™ Galil AR | Black Sand (Minimal Wear),StatTrak™ Galil AR | Black Sand,Minimal Wear,0.53,0.67,1.22,23
StatTrak™ Galil AR | Black Sand (Well-Worn),StatTrak™ Galil AR | Black Sand,Well-Worn,0.2,0.27,4.26,24
StatTrak™ Galil AR | Blue Titanium (Factory New),StatTrak™ Galil AR | Blue Titanium,Factory New,8.46,10.59,56.76,30
StatTrak™ Galil AR | Chatterbox (Battle-Scarred),StatTrak™ Galil AR | Chatterbox,Battle-Scarred,33.33,40.68,1183.46,7
StatTrak™ Galil AR | Chatterbox (Field-Tested),StatTrak™ Galil AR | Chatterbox,Field-Tested,380.0,271.54,929.71,3
StatTrak™ Galil AR | Chatterbox (Well-Worn),StatTrak™ Galil AR | Chatterbox,Well-Worn,79.39,66.45,79.39,1
