market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
M4A4 | Howl (Factory New),M4A4 | Howl,Factory New,6979.61,8513.21,8545.66,3
StatTrak™ Galil AR | Chromatic Aberration (Battle-Scarred),StatTrak™ Galil AR | Chromatic Aberration,Battle-Scarred,4.14,4.37,7.68,9
StatTrak™ Galil AR | Chromatic Aberration (Factory New),StatTrak™ Galil AR | Chromatic Aberration,Factory New,31.49,31.88,44.14,18
StatTrak™ Galil AR | Chromatic Aberration (Field-Tested),StatTrak™ Galil AR | Chromatic Aberration,Field-Tested,4.77,6.14,8.26,47
StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear),StatTrak™ Galil AR | Chromatic Aberration,Minimal Wear,10.06,12.94,18.92,38
StatTrak™ Galil AR | Chromatic Aberration (Well-Worn),StatTrak™ Galil AR | Chromatic Aberration,Well-Worn,3.59,4.44,6.41,13
StatTrak™ Galil AR | Connexion (Battle-Scarred),StatTrak™ Galil AR | Connexion,Battle-Scarred,0.38,0.53,1.31,55
StatTrak™ Galil AR | Connexion (Factory New),StatTrak™ Galil AR | Connexion,Factory New,2.95,3.57,12.0,10
StatTrak™ Galil AR | Connexion (Field-Tested),StatTrak™ Galil AR | Connexion,Field-Tested,0.45,0.65,1.39,98
StatTrak™ Galil AR | Connexion (Minimal Wear),StatTrak™ Galil AR | Connexion,Minimal Wear,1.29,1.53,2.69,12
StatTrak™ Galil AR | Connexion (Well-Worn),StatTrak™ Galil AR | Connexion,Well-Worn,0.53,0.72,1.24,32
StatTrak™ Galil AR | Control (Battle-Scarred),StatTrak™ Galil AR | Control,Battle-Scarred,0.61,0.81,1.79,11
StatTrak™ Galil AR | Control (Factory New),StatTrak™ Galil AR | Control,Factory New,4.45,6.09,10.46,11
StatTrak™ Galil AR | Control (Field-Tested),StatTrak™ Galil AR | Control,Field-Tested,0.68,0.95,1.67,60
StatTrak™ Galil AR | Control (Minimal Wear),StatTrak™ Galil AR | Control,Minimal Wear,1.82,2.44,4.37,18
StatTrak™ Galil AR | Control (Well-Worn),StatTrak™ Galil AR | Control,Well-Worn,0.64,0.88,0.73,2
StatTrak™ Galil AR | Crimson Tsunami (Battle-Scarred),StatTrak™ Galil AR | Crimson Tsunami,Battle-Scarred,,3.07,,0
StatTrak™ Galil AR | Crimson Tsunami (Factory New),StatTrak™ Galil AR | Crimson Tsunami,Factory New,10.35,10.89,18.02,34
StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami,Field-Tested,4.87,3.46,5.11,4
StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),StatTrak™ Galil AR | Crimson Tsunami,Minimal Wear,4.87,5.56,6.1,22
StatTrak™ Galil AR | Crimson Tsunami (Well-Worn),StatTrak™ Galil AR | Crimson Tsunami,Well-Worn,,3.3,,0
StatTrak™ Galil AR | Destroyer (Battle-Scarred),StatTrak™ Galil AR | Destroyer,Battle-Scarred,0.09,0.13,0.36,36
StatTrak™ Galil AR | Destroyer (Factory New),StatTrak™ Galil AR | Destroyer,Factory New,0.67,0.68,4.47,59
StatTrak™ Galil AR | Destroyer (Field-Tested),StatTrak™ Galil AR | Destroyer,Field-Tested,0.09,0.13,0.49,144
StatTrak™ Galil AR | Destroyer (Minimal Wear),StatTrak™ Galil AR | Destroyer,Minimal Wear,0.24,0.31,1.72,96
StatTrak™ Galil AR | Destroyer (Well-Worn),StatTrak™ Galil AR | Destroyer,Well-Worn,0.14,0.19,0.38,17
StatTrak™ Galil AR | Eco (Battle-Scarred),StatTrak™ Galil AR | Eco,Battle-Scarred,12.89,13.38,19.54,6
StatTrak™ Galil AR | Eco (Field-Tested),StatTrak™ Galil AR | Eco,Field-Tested,12.92,14.94,21.62,26
StatTrak™ Galil AR | Eco (Minimal Wear),StatTrak™ Galil AR | Eco,Minimal Wear,111.55,106.24,138.61,4
StatTrak™ Galil AR | Eco (Well-Worn),StatTrak™ Galil AR | Eco,Well-Worn,10.71,13.4,13.67,9
StatTrak™ Galil AR | Firefight (Battle-Scarred),StatTrak™ Galil AR | Firefight,Battle-Scarred,0.55,0.76,0.88,15
StatTrak™ Galil AR | Firefight (Factory New),StatTrak™ Galil AR | Firefight,Factory New,10.5,8.68,18.1,11
StatTrak™ Galil AR | Firefight (Field-Tested),StatTrak™ Galil AR | Firefight,Field-Tested,1.05,1.16,2.77,20
StatTrak™ Galil AR | Firefight (Minimal Wear),StatTrak™ Galil AR | Firefight,Minimal Wear,2.22,3.04,5.45,18
StatTrak™ Galil AR | Firefight (Well-Worn),StatTrak™ Galil AR | Firefight,Well-Worn,0.59,0.77,1.25,23
StatTrak™ Galil AR | Kami (Battle-Scarred),StatTrak™ Galil AR | Kami,Battle-Scarred,2.24,2.61,5.27,9
StatTrak™ Galil AR | Kami (Factory New),StatTrak™ Galil AR | Kami,Factory New,6.52,7.12,18.25,6
StatTrak™ Galil AR | Kami (Field-Tested),StatTrak™ Galil AR | Kami,Field-Tested,1.82,2.49,5.62,19
StatTrak™ Galil AR | Kami (Minimal Wear),StatTrak™ Galil AR | Kami,Minimal Wear,3.73,3.74,10.1,12
StatTrak™ Galil AR | Kami (Well-Worn),StatTrak™ Galil AR | Kami,Well-Worn,2.97,2.33,2.98,3
StatTrak™ Galil AR | Orange DDPAT (Battle-Scarred),StatTrak™ Galil AR | Orange DDPAT,Battle-Scarred,20.32,21.18,23.09,2
StatTrak™ Galil AR | Orange DDPAT (Factory New),StatTrak™ Galil AR | Orange DDPAT,Factory New,377.75,378.73,999.73,2
StatTrak™ Galil AR | Orange DDPAT (Field-Tested),StatTrak™ Galil AR | Orange DDPAT,Field-Tested,324.9,26.28,324.9,1
StatTrak™ Galil AR | Orange DDPAT (Minimal Wear),StatTrak™ Galil AR | Orange DDPAT,Minimal Wear,35.07,39.8,70.9,5
StatTrak™ Galil AR | Orange DDPAT (Well-Worn),StatTrak™ Galil AR | Orange DDPAT,Well-Worn,,21.94,,0
StatTrak™ Galil AR | Rocket Pop (Battle-Scarred),StatTrak™ Galil AR | Rocket Pop,Battle-Scarred,0.69,0.89,2.98,13
StatTrak™ Galil AR | Rocket Pop (Factory New),StatTrak™ Galil AR | Rocket Pop,Factory New,20.05,23.44,25.43,22
StatTrak™ Galil AR | Rocket Pop (Field-Tested),StatTrak™ Galil AR | Rocket Pop,Field-Tested,1.62,1.88,4.99,21
StatTrak™ Galil AR | Rocket Pop (Minimal Wear),StatTrak™ Galil AR | Rocket Pop,Minimal Wear,4.49,4.81,8.29,37
StatTrak™ Galil AR | Rocket Pop (Well-Worn),StatTrak™ Galil AR | Rocket Pop,Well-Worn,0.88,1.21,2.2,30
StatTrak™ Galil AR | Sandstorm (Battle-Scarred),StatTrak™ Galil AR | Sandstorm,Battle-Scarred,5.04,1.7,47.9,6
StatTrak™ Galil AR | Sandstorm (Field-Tested),StatTrak™ Galil AR | Sandstorm,Field-Tested,1.26,1.72,67.62,26
StatTrak™ Galil AR | Sandstorm (Minimal Wear),StatTrak™ Galil AR | Sandstorm,Minimal Wear,5.43,5.24,110.85,9
StatTrak™ Galil AR | Sandstorm (Well-Worn),StatTrak™ Galil AR | Sandstorm,Well-Worn,2.49,2.5,16.43,5
StatTrak™ Galil AR | Shattered (Battle-Scarred),StatTrak™ Galil AR | Shattered,Battle-Scarred,,6.78,,0
StatTrak™ Galil AR | Shattered (Factory New),StatTrak™ Galil AR | Shattered,Factory New,100.46,57.75,167.67,2
StatTrak™ Galil AR | Shattered (Field-Tested),StatTrak™ Galil AR | Shattered,Field-Tested,15.26,7.1,20.18,3
StatTrak™ Galil AR | Shattered (Minimal Wear),StatTrak™ Galil AR | Shattered,Minimal Wear,13.1,12.24,13.1,1
StatTrak™ Galil AR | Shattered (Well-Worn),StatTrak™ Galil AR | Shattered,Well-Worn,,6.72,,0
StatTrak™ Galil AR | Signal (Battle-Scarred),StatTrak™ Galil AR | Signal,Battle-Scarred,0.92,1.26,3.72,8
StatTrak™ Galil AR | Signal (Factory New),StatTrak™ Galil AR | Signal,Factory New,3.88,4.52,16.11,24
StatTrak™ Galil AR | Signal (Field-Tested),StatTrak™ Galil AR | Signal,Field-Tested,1.05,1.34,4.07,91
StatTrak™ Galil AR | Signal (Minimal Wear),StatTrak™ Galil AR | Signal,Minimal Wear,1.77,2.2,6.89,50
StatTrak™ Galil AR | Signal (Well-Worn),StatTrak™ Galil AR | Signal,Well-Worn,0.93,1.31,2.27,11
StatTrak™ Galil AR | Stone Cold (Battle-Scarred),StatTrak™ Galil AR | Stone Cold,Battle-Scarred,3.95,4.06,8.91,5
StatTrak™ Galil AR | Stone Cold (Factory New),StatTrak™ Galil AR | Stone Cold,Factory New,22.0,27.95,48.11,12
StatTrak™ Galil AR | Stone Cold (Field-Tested),StatTrak™ Galil AR | Stone Cold,Field-Tested,4.43,4.82,9.21,22
StatTrak™ Galil AR | Stone Cold (Minimal Wear),StatTrak™ Galil AR | Stone Cold,Minimal Wear,10.22,10.52,19.3,31
StatTrak™ Galil AR | Stone Cold (Well-Worn),StatTrak™ Galil AR | Stone Cold,Well-Worn,4.88,4.12,6.81,7
StatTrak™ Galil AR | Sugar Rush (Battle-Scarred),StatTrak™ Galil AR | Sugar Rush,Battle-Scarred,,65.51,,0
StatTrak™ Galil AR | Sugar Rush (Factory New),StatTrak™ Galil AR | Sugar Rush,Factory New,141.44,151.08,205.53,6
StatTrak™ Galil AR | Sugar Rush (Field-Tested),StatTrak™ Galil AR | Sugar Rush,Field-Tested,71.12,84.69,79.97,6
StatTrak™ Galil AR | Sugar Rush (Minimal Wear),StatTrak™ Galil AR | Sugar Rush,Minimal Wear,90.25,107.88,97.63,4
StatTrak™ Galil AR | Sugar Rush (Well-Worn),StatTrak™ Galil AR | Sugar Rush,Well-Worn,,63.15,,0
StatTrak™ Galil AR | Vandal (Battle-Scarred),StatTrak™ Galil AR | Vandal,Battle-Scarred,0.51,0.7,2.17,8
StatTrak™ Galil AR | Vandal (Factory New),StatTrak™ Galil AR | Vandal,Factory New,7.36,7.4,17.14,20
StatTrak™ Galil AR | Vandal (Field-Tested),StatTrak™ Galil AR | Vandal,Field-Tested,0.84,0.87,1.79,18
StatTrak™ Galil AR | Vandal (Minimal Wear),StatTrak™ Galil AR | Vandal,Minimal Wear,2.33,1.66,3.98,8
StatTrak™ Galil AR | Vandal (Well-Worn),StatTrak™ Galil AR | Vandal,Well-Worn,0.86,0.72,1.25,9
StatTrak™ Glock-18 | Block-18 (Battle-Scarred),StatTrak™ Glock-18 | Block-18,Battle-Scarred,1.29,1.77,1.95,16
StatTrak™ Glock-18 | Block-18 (Factory New),StatTrak™ Glock-18 | Block-18,Factory New,5.9,6.67,7.16,72
StatTrak™ Glock-18 | Block-18 (Field-Tested),StatTrak™ Glock-18 | Block-18,Field-Tested,1.41,1.89,3.34,63
StatTrak™ Glock-18 | Block-18 (Minimal Wear),StatTrak™ Glock-18 | Block-18,Minimal Wear,3.0,3.9,4.06,52
StatTrak™ Glock-18 | Block-18 (Well-Worn),StatTrak™ Glock-18 | Block-18,Well-Worn,1.52,2.02,2.38,19
StatTrak™ Glock-18 | Blue Fissure (Battle-Scarred),StatTrak™ Glock-18 | Blue Fissure,Battle-Scarred,4.65,4.96,5.88,5
StatTrak™ Glock-18 | Blue Fissure (Factory New),StatTrak™ Glock-18 | Blue Fissure,Factory New,82.2,69.49,92.05,3
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),StatTrak™ Glock-18 | Blue Fissure,Field-Tested,5.09,5.62,150.16,18
StatTrak™ Glock-18 | Blue Fissure (Minimal Wear),StatTrak™ Glock-18 | Blue Fissure,Minimal Wear,7.89,9.36,57.77,25
StatTrak™ Glock-18 | Blue Fissure (Well-Worn),StatTrak™ Glock-18 | Blue Fissure,Well-Worn,17.59,8.58,32.81,3
StatTrak™ Glock-18 | Bullet Queen (Battle-Scarred),StatTrak™ Glock-18 | Bullet Queen,Battle-Scarred,15.0,17.63,23.51,11
StatTrak™ Glock-18 | Bullet Queen (Factory New),StatTrak™ Glock-18 | Bullet Queen,Factory New,130.39,147.92,155.14,6
StatTrak™ Glock-18 | Bullet Queen (Field-Tested),StatTrak™ Glock-18 | Bullet Queen,Field-Tested,19.35,24.37,25.84,20
StatTrak™ Glock-18 | Bullet Queen (Minimal Wear),StatTrak™ Glock-18 | Bullet Queen,Minimal Wear,47.79,56.03,63.2,20
StatTrak™ Glock-18 | Bullet Queen (Well-Worn),StatTrak™ Glock-18 | Bullet Queen,Well-Worn,14.61,18.34,20.97,14
StatTrak™ Glock-18 | Bunsen Burner (Battle-Scarred),StatTrak™ Glock-18 | Bunsen Burner,Battle-Scarred,0.86,1.04,6.2,23
StatTrak™ Glock-18 | Bunsen Burner (Factory New),StatTrak™ Glock-18 | Bunsen Burner,Factory New,7.37,7.51,15.9,33
StatTrak™ Glock-18 | Bunsen Burner (Field-Tested),StatTrak™ Glock-18 | Bunsen Burner,Field-Tested,0.86,0.99,4.7,47
StatTrak™ Glock-18 | Bunsen Burner (Minimal Wear),StatTrak™ Glock-18 | Bunsen Burner,Minimal Wear,2.07,2.2,6.75,64
StatTrak™ Glock-18 | Bunsen Burner (Well-Worn),StatTrak™ Glock-18 | Bunsen Burner,Well-Worn,1.39,1.88,2.73,14
StatTrak™ Glock-18 | Catacombs (Battle-Scarred),StatTrak™ Glock-18 | Catacombs,Battle-Scarred,1.37,1.49,6.97,18
StatTrak™ Glock-18 | Catacombs (Factory New),StatTrak™ Glock-18 | Catacombs,Factory New,2.38,2.5,14.18,30
StatTrak™ Glock-18 | Catacombs (Field-Tested),StatTrak™ Glock-18 | Catacombs,Field-Tested,0.82,0.89,15.21,36
StatTrak™ Glock-18 | Catacombs (Minimal Wear),StatTrak™ Glock-18 | Catacombs,Minimal Wear,1.35,1.39,4.58,21
StatTrak™ Glock-18 | Catacombs (Well-Worn),StatTrak™ Glock-18 | Catacombs,Well-Worn,1.01,1.38,2.5,17
StatTrak™ Glock-18 | Clear Polymer (Battle-Scarred),StatTrak™ Glock-18 | Clear Polymer,Battle-Scarred,0.36,0.48,1.45,33
StatTrak™ Glock-18 | Clear Polymer (Factory New),StatTrak™ Glock-18 | Clear Polymer,Factory New,5.16,5.73,15.99,25
StatTrak™ Glock-18 | Clear Polymer (Field-Tested),StatTrak™ Glock-18 | Clear Polymer,Field-Tested,0.62,0.68,1.53,53
StatTrak™ Glock-18 | Clear Polymer (Minimal Wear),StatTrak™ Glock-18 | Clear Polymer,Minimal Wear,1.33,1.37,6.99,13
StatTrak™ Glock-18 | Clear Polymer (Well-Worn),StatTrak™ Glock-18 | Clear Polymer,Well-Worn,0.33,0.48,0.64,57
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),StatTrak™ Glock-18 | Dragon Tattoo,Factory New,426.85,473.39,591.04,18
StatTrak™ Glock-18 | Dragon Tattoo (Minimal Wear),StatTrak™ Glock-18 | Dragon Tattoo,Minimal Wear,350.0,423.48,350.0,1
StatTrak™ Glock-18 | Gold Toof (Battle-Scarred),StatTrak™ Glock-18 | Gold Toof,Battle-Scarred,31.91,33.6,61.37,4
StatTrak™ Glock-18 | Gold Toof (Factory New),StatTrak™ Glock-18 | Gold Toof,Factory New,185.0,153.99,371.66,3
StatTrak™ Glock-18 | Gold Toof (Field-Tested),StatTrak™ Glock-18 | Gold Toof,Field-Tested,29.09,33.34,51.23,19
StatTrak™ Glock-18 | Gold Toof (Minimal Wear),StatTrak™ Glock-18 | Gold Toof,Minimal Wear,62.94,68.72,86.19,17
StatTrak™ Glock-18 | Gold Toof (Well-Worn),StatTrak™ Glock-18 | Gold Toof,Well-Worn,36.0,40.01,37.38,3
StatTrak™ Glock-18 | Grinder (Factory New),StatTrak™ Glock-18 | Grinder,Factory New,7.54,9.54,37.33,42
StatTrak™ Glock-18 | Grinder (Field-Tested),StatTrak™ Glock-18 | Grinder,Field-Tested,7.66,8.55,10.2,8
StatTrak™ Glock-18 | Grinder (Minimal Wear),StatTrak™ Glock-18 | Grinder,Minimal Wear,6.82,8.59,27.47,29
StatTrak™ Glock-18 | Ironwork (Battle-Scarred),StatTrak™ Glock-18 | Ironwork,Battle-Scarred,0.33,0.41,3.61,45
StatTrak™ Glock-18 | Ironwork (Factory New),StatTrak™ Glock-18 | Ironwork,Factory New,7.1,7.67,26.44,17
StatTrak™ Glock-18 | Ironwork (Field-Tested),StatTrak™ Glock-18 | Ironwork,Field-Tested,0.62,0.64,1.54,37
StatTrak™ Glock-18 | Ironwork (Minimal Wear),StatTrak™ Glock-18 | Ironwork,Minimal Wear,1.57,1.7,3.54,16
StatTrak™ Glock-18 | Ironwork (Well-Worn),StatTrak™ Glock-18 | Ironwork,Well-Worn,0.34,0.47,2.56,29
StatTrak™ Glock-18 | Moonrise (Battle-Scarred),StatTrak™ Glock-18 | Moonrise,Battle-Scarred,1.44,1.13,6.22,28
StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Glock-18 | Moonrise,Factory New,5.35,6.18,17.09,140
StatTrak™ Glock-18 | Moonrise (Field-Tested),StatTrak™ Glock-18 | Moonrise,Field-Tested,1.02,1.31,5.14,199
StatTrak™ Glock-18 | Moonrise (Minimal Wear),StatTrak™ Glock-18 | Moonrise,Minimal Wear,2.15,2.88,8.61,211
StatTrak™ Glock-18 | Moonrise (Well-Worn),StatTrak™ Glock-18 | Moonrise,Well-Worn,1.39,1.91,4.2,19
StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred),StatTrak™ Glock-18 | Neo-Noir,Battle-Scarred,38.9,45.44,47.45,3
StatTrak™ Glock-18 | Neo-Noir (Factory New),StatTrak™ Glock-18 | Neo-Noir,Factory New,220.12,250.61,255.63,5
StatTrak™ Glock-18 | Neo-Noir (Field-Tested),StatTrak™ Glock-18 | Neo-Noir,Field-Tested,36.98,47.26,127.09,19
StatTrak™ Glock-18 | Neo-Noir (Minimal Wear),StatTrak™ Glock-18 | Neo-Noir,Minimal Wear,75.0,97.04,92.47,17
StatTrak™ Glock-18 | Neo-Noir (Well-Worn),StatTrak™ Glock-18 | Neo-Noir,Well-Worn,36.81,44.76,48.82,9
StatTrak™ Glock-18 | Off World (Battle-Scarred),StatTrak™ Glock-18 | Off World,Battle-Scarred,0.29,0.39,2.77,61
StatTrak™ Glock-18 | Off World (Factory New),StatTrak™ Glock-18 | Off World,Factory New,3.55,4.19,16.53,49
StatTrak™ Glock-18 | Off World (Field-Tested),StatTrak™ Glock-18 | Off World,Field-Tested,0.31,0.43,1.85,106
StatTrak™ Glock-18 | Off World (Minimal Wear),StatTrak™ Glock-18 | Off World,Minimal Wear,0.84,0.87,6.29,47
StatTrak™ Glock-18 | Off World (Well-Worn),StatTrak™ Glock-18 | Off World,Well-Worn,0.28,0.4,2.39,69
StatTrak™ Glock-18 | Oxide Blaze (Battle-Scarred),StatTrak™ Glock-18 | Oxide Blaze,Battle-Scarred,0.18,0.25,0.45,55
StatTrak™ Glock-18 | Oxide Blaze (Factory New),StatTrak™ Glock-18 | Oxide Blaze,Factory New,1.92,2.08,7.58,29
StatTrak™ Glock-18 | Oxide Blaze (Field-Tested),StatTrak™ Glock-18 | Oxide Blaze,Field-Tested,0.2,0.28,0.6,163
StatTrak™ Glock-18 | Oxide Blaze (Minimal Wear),StatTrak™ Glock-18 | Oxide Blaze,Minimal Wear,0.39,0.52,0.72,53
StatTrak™ Glock-18 | Oxide Blaze (Well-Worn),StatTrak™ Glock-18 | Oxide Blaze,Well-Worn,0.32,0.42,0.52,29
StatTrak™ Glock-18 | Royal Legion (Battle-Scarred),StatTrak™ Glock-18 | Royal Legion,Battle-Scarred,4.0,3.83,7.29,11
StatTrak™ Glock-18 | Royal Legion (Factory New),StatTrak™ Glock-18 | Royal Legion,Factory New,37.99,37.97,78.94,7
StatTrak™ Glock-18 | Royal Legion (Field-Tested),StatTrak™ Glock-18 | Royal Legion,Field-Tested,4.94,5.05,8.9,18
StatTrak™ Glock-18 | Royal Legion (Minimal Wear),StatTrak™ Glock-18 | Royal Legion,Minimal Wear,11.48,10.13,20.16,12
StatTrak™ Glock-18 | Royal Legion (Well-Worn),StatTrak™ Glock-18 | Royal Legion,Well-Worn,3.58,3.98,9.16,10
StatTrak™ Glock-18 | Sacrifice (Battle-Scarred),StatTrak™ Glock-18 | Sacrifice,Battle-Scarred,0.23,0.32,1.27,43
StatTrak™ Glock-18 | Sacrifice (Factory New),StatTrak™ Glock-18 | Sacrifice,Factory New,5.85,6.6,13.93,36
StatTrak™ Glock-18 | Sacrifice (Field-Tested),StatTrak™ Glock-18 | Sacrifice,Field-Tested,0.37,0.48,1.12,42
StatTrak™ Glock-18 | Sacrifice (Minimal Wear),StatTrak™ Glock-18 | Sacrifice,Minimal Wear,0.9,1.12,1.75,28
StatTrak™ Glock-18 | Sacrifice (Well-Worn),StatTrak™ Glock-18 | Sacrifice,Well-Worn,0.33,0.38,0.72,42
StatTrak™ Glock-18 | Shinobu (Battle-Scarred),StatTrak™ Glock-18 | Shinobu,Battle-Scarred,9.95,10.94,19.72,27
StatTrak™ Glock-18 | Shinobu (Factory New),StatTrak™ Glock-18 | Shinobu,Factory New,54.29,65.57,90.69,40
StatTrak™ Glock-18 | Shinobu (Field-Tested),StatTrak™ Glock-18 | Shinobu,Field-Tested,10.34,11.43,14.02,61
StatTrak™ Glock-18 | Shinobu (Minimal Wear),StatTrak™ Glock-18 | Shinobu,Minimal Wear,23.01,26.8,28.59,52
StatTrak™ Glock-18 | Shinobu (Well-Worn),StatTrak™ Glock-18 | Shinobu,Well-Worn,8.42,10.84,12.61,29
StatTrak™ Glock-18 | Snack Attack (Battle-Scarred),StatTrak™ Glock-18 | Snack Attack,Battle-Scarred,11.19,11.44,17.07,9
StatTrak™ Glock-18 | Snack Attack (Factory New),StatTrak™ Glock-18 | Snack Attack,Factory New,79.02,80.06,109.94,5
StatTrak™ Glock-18 | Snack Attack (Field-Tested),StatTrak™ Glock-18 | Snack Attack,Field-Tested,12.62,15.66,19.23,23
StatTrak™ Glock-18 | Snack Attack (Minimal Wear),StatTrak™ Glock-18 | Snack Attack,Minimal Wear,25.0,31.9,41.89,18
StatTrak™ Glock-18 | Snack Attack (Well-Worn),StatTrak™ Glock-18 | Snack Attack,Well-Worn,9.55,12.02,16.24,6
StatTrak™ Glock-18 | Steel Disruption (Factory New),StatTrak™ Glock-18 | Steel Disruption,Factory New,9.71,12.99,64.79,24
StatTrak™ Glock-18 | Steel Disruption (Field-Tested),StatTrak™ Glock-18 | Steel Disruption,Field-Tested,16.29,11.84,131.32,3
StatTrak™ Glock-18 | Steel Disruption (Minimal Wear),StatTrak™ Glock-18 | Steel Disruption,Minimal Wear,9.48,11.22,20.68,17
StatTrak™ Glock-18 | Umbral Rabbit (Battle-Scarred),StatTrak™ Glock-18 | Umbral Rabbit,Battle-Scarred,0.44,0.59,1.99,22
StatTrak™ Glock-18 | Umbral Rabbit (Factory New),StatTrak™ Glock-18 | Umbral Rabbit,Factory New,4.31,4.66,7.81,122
StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested),StatTrak™ Glock-18 | Umbral Rabbit,Field-Tested,0.55,0.75,2.36,90
StatTrak™ Glock-18 | Umbral Rabbit (Minimal Wear),StatTrak™ Glock-18 | Umbral Rabbit,Minimal Wear,1.57,1.96,3.42,50
StatTrak™ Glock-18 | Umbral Rabbit (Well-Worn),StatTrak™ Glock-18 | Umbral Rabbit,Well-Worn,1.13,1.04,2.57,17
StatTrak™ Glock-18 | Vogue (Battle-Scarred),StatTrak™ Glock-18 | Vogue,Battle-Scarred,3.45,4.49,7.01,26
StatTrak™ Glock-18 | Vogue (Factory New),StatTrak™ Glock-18 | Vogue,Factory New,17.99,22.21,39.45,42
StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ Glock-18 | Vogue,Field-Tested,4.29,5.5,7.4,73
StatTrak™ Glock-18 | Vogue (Minimal Wear),StatTrak™ Glock-18 | Vogue,Minimal Wear,8.04,10.21,13.2,54
StatTrak™ Glock-18 | Vogue (Well-Worn),StatTrak™ Glock-18 | Vogue,Well-Worn,5.2,6.21,8.02,16
StatTrak™ Glock-18 | Warhawk (Battle-Scarred),StatTrak™ Glock-18 | Warhawk,Battle-Scarred,0.31,0.37,1.07,39
StatTrak™ Glock-18 | Warhawk (Factory New),StatTrak™ Glock-18 | Warhawk,Factory New,4.52,4.22,13.1,22
StatTrak™ Glock-18 | Warhawk (Field-Tested),StatTrak™ Glock-18 | Warhawk,Field-Tested,0.36,0.45,0.96,59
StatTrak™ Glock-18 | Warhawk (Minimal Wear),StatTrak™ Glock-18 | Warhawk,Minimal Wear,0.87,0.96,2.53,26
StatTrak™ Glock-18 | Warhawk (Well-Worn),StatTrak™ Glock-18 | Warhawk,Well-Worn,0.28,0.37,1.03,58
StatTrak™ Glock-18 | Wasteland Rebel (Battle-Scarred),StatTrak™ Glock-18 | Wasteland Rebel,Battle-Scarred,,20.9,,0
StatTrak™ Glock-18 | Wasteland Rebel (Factory New),StatTrak™ Glock-18 | Wasteland Rebel,Factory New,28.06,34.64,48.83,20
StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested),StatTrak™ Glock-18 | Wasteland Rebel,Field-Tested,17.35,20.0,20.57,10
StatTrak™ Glock-18 | Wasteland Rebel (Minimal Wear),StatTrak™ Glock-18 | Wasteland Rebel,Minimal Wear,20.12,22.83,26.91,20
StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn),StatTrak™ Glock-18 | Wasteland Rebel,Well-Worn,,19.23,,0
StatTrak™ Glock-18 | Water Elemental (Battle-Scarred),StatTrak™ Glock-18 | Water Elemental,Battle-Scarred,19.28,20.36,21.58,8
StatTrak™ Glock-18 | Water Elemental (Factory New),StatTrak™ Glock-18 | Water Elemental,Factory New,47.94,57.57,99.69,40
StatTrak™ Glock-18 | Water Elemental (Field-Tested),StatTrak™ Glock-18 | Water Elemental,Field-Tested,18.0,20.41,35.76,77
StatTrak™ Glock-18 | Water Elemental (Minimal Wear),StatTrak™ Glock-18 | Water Elemental,Minimal Wear,26.71,31.18,40.02,41
StatTrak™ Glock-18 | Water Elemental (Well-Worn),StatTrak™ Glock-18 | Water Elemental,Well-Worn,19.0,21.63,24.24,7
StatTrak™ Glock-18 | Weasel (Battle-Scarred),StatTrak™ Glock-18 | Weasel,Battle-Scarred,0.83,0.91,1.95,18
StatTrak™ Glock-18 | Weasel (Factory New),StatTrak™ Glock-18 | Weasel,Factory New,9.43,10.96,18.83,28
StatTrak™ Glock-18 | Weasel (Field-Tested),StatTrak™ Glock-18 | Weasel,Field-Tested,1.27,1.2,2.79,36
StatTrak™ Glock-18 | Weasel (Minimal Wear),StatTrak™ Glock-18 | Weasel,Minimal Wear,2.58,3.0,3.45,72
StatTrak™ Glock-18 | Weasel (Well-Worn),StatTrak™ Glock-18 | Weasel,Well-Worn,0.8,0.99,1.54,30
StatTrak™ Glock-18 | Winterized (Battle-Scarred),StatTrak™ Glock-18 | Winterized,Battle-Scarred,0.09,0.14,0.53,147
StatTrak™ Glock-18 | Winterized (Factory New),StatTrak™ Glock-18 | Winterized,Factory New,2.13,1.54,20.29,25
StatTrak™ Glock-18 | Winterized (Field-Tested),StatTrak™ Glock-18 | Winterized,Field-Tested,0.12,0.18,0.31,181
StatTrak™ Glock-18 | Winterized (Minimal Wear),StatTrak™ Glock-18 | Winterized,Minimal Wear,0.27,0.31,1.11,31
StatTrak™ Glock-18 | Winterized (Well-Worn),StatTrak™ Glock-18 | Winterized,Well-Worn,0.09,0.14,0.44,185
StatTrak™ Glock-18 | Wraiths (Battle-Scarred),StatTrak™ Glock-18 | Wraiths,Battle-Scarred,0.48,0.6,1.69,25
