market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
MP5-SD | Agent (Minimal Wear),MP5-SD | Agent,Minimal Wear,1.06,1.25,3.49,23
MP5-SD | Agent (Well-Worn),MP5-SD | Agent,Well-Worn,0.44,0.62,1.19,25
MP5-SD | Autumn Twilly (Battle-Scarred),MP5-SD | Autumn Twilly,Battle-Scarred,5.52,4.78,5.52,3
MP5-SD | Autumn Twilly (Factory New),MP5-SD | Autumn Twilly,Factory New,10.65,11.7,24.23,15
MP5-SD | Autumn Twilly (Field-Tested),MP5-SD | Autumn Twilly,Field-Tested,5.2,5.31,7.19,11
MP5-SD | Autumn Twilly (Minimal Wear),MP5-SD | Autumn Twilly,Minimal Wear,8.05,6.45,11.01,8
MP5-SD | Autumn Twilly (Well-Worn),MP5-SD | Autumn Twilly,Well-Worn,5.89,5.09,5.89,1
MP5-SD | Bamboo Garden (Battle-Scarred),MP5-SD | Bamboo Garden,Battle-Scarred,7.0,4.79,10.63,2
MP5-SD | Bamboo Garden (Factory New),MP5-SD | Bamboo Garden,Factory New,5.97,5.73,11.68,66
MP5-SD | Bamboo Garden (Field-Tested),MP5-SD | Bamboo Garden,Field-Tested,5.49,4.96,6.72,56
MP5-SD | Bamboo Garden (Minimal Wear),MP5-SD | Bamboo Garden,Minimal Wear,5.9,5.16,6.72,33
MP5-SD | Bamboo Garden (Well-Worn),MP5-SD | Bamboo Garden,Well-Worn,,6.29,,0
MP5-SD | Co-Processor (Battle-Scarred),MP5-SD | Co-Processor,Battle-Scarred,0.15,0.12,0.17,2
MP5-SD | Co-Processor (Factory New),MP5-SD | Co-Processor,Factory New,0.64,0.7,3.29,74
MP5-SD | Co-Processor (Field-Tested),MP5-SD | Co-Processor,Field-Tested,0.76,0.15,1.12,26
MP5-SD | Co-Processor (Minimal Wear),MP5-SD | Co-Processor,Minimal Wear,0.31,0.32,1.04,19
MP5-SD | Co-Processor (Well-Worn),MP5-SD | Co-Processor,Well-Worn,0.09,0.12,0.92,4
MP5-SD | Condition Zero (Battle-Scarred),MP5-SD | Condition Zero,Battle-Scarred,0.72,0.77,1.14,16
MP5-SD | Condition Zero (Factory New),MP5-SD | Condition Zero,Factory New,1.56,1.67,5.99,36
MP5-SD | Condition Zero (Field-Tested),MP5-SD | Condition Zero,Field-Tested,0.98,0.98,1.89,34
MP5-SD | Condition Zero (Minimal Wear),MP5-SD | Condition Zero,Minimal Wear,1.2,0.98,2.37,23
MP5-SD | Condition Zero (Well-Worn),MP5-SD | Condition Zero,Well-Worn,0.81,0.81,1.34,15
MP5-SD | Desert Strike (Battle-Scarred),MP5-SD | Desert Strike,Battle-Scarred,0.06,0.08,0.39,140
MP5-SD | Desert Strike (Factory New),MP5-SD | Desert Strike,Factory New,0.31,0.32,1.91,32
MP5-SD | Desert Strike (Field-Tested),MP5-SD | Desert Strike,Field-Tested,0.1,0.14,0.97,113
MP5-SD | Desert Strike (Minimal Wear),MP5-SD | Desert Strike,Minimal Wear,0.1,0.14,0.52,180
MP5-SD | Desert Strike (Well-Worn),MP5-SD | Desert Strike,Well-Worn,0.06,0.09,0.19,221
MP5-SD | Dirt Drop (Battle-Scarred),MP5-SD | Dirt Drop,Battle-Scarred,0.02,0.03,0.08,1315
MP5-SD | Dirt Drop (Factory New),MP5-SD | Dirt Drop,Factory New,0.18,0.07,0.3,160
MP5-SD | Dirt Drop (Field-Tested),MP5-SD | Dirt Drop,Field-Tested,0.02,0.03,0.04,5062
MP5-SD | Dirt Drop (Minimal Wear),MP5-SD | Dirt Drop,Minimal Wear,0.02,0.03,0.05,435
MP5-SD | Dirt Drop (Well-Worn),MP5-SD | Dirt Drop,Well-Worn,0.02,0.03,0.04,785
MP5-SD | Gauss (Battle-Scarred),MP5-SD | Gauss,Battle-Scarred,0.18,0.25,0.65,35
MP5-SD | Gauss (Factory New),MP5-SD | Gauss,Factory New,1.45,1.55,5.9,21
MP5-SD | Gauss (Field-Tested),MP5-SD | Gauss,Field-Tested,0.17,0.25,0.73,45
MP5-SD | Gauss (Minimal Wear),MP5-SD | Gauss,Minimal Wear,0.56,0.6,1.11,38
MP5-SD | Gauss (Well-Worn),MP5-SD | Gauss,Well-Worn,0.17,0.25,0.35,18
MP5-SD | Gold Leaf (Battle-Scarred),MP5-SD | Gold Leaf,Battle-Scarred,0.9,0.68,0.9,3
MP5-SD | Gold Leaf (Factory New),MP5-SD | Gold Leaf,Factory New,6.9,3.36,8.48,12
MP5-SD | Gold Leaf (Field-Tested),MP5-SD | Gold Leaf,Field-Tested,1.21,1.27,2.68,3
MP5-SD | Gold Leaf (Minimal Wear),MP5-SD | Gold Leaf,Minimal Wear,2.41,2.4,3.6,3
MP5-SD | Gold Leaf (Well-Worn),MP5-SD | Gold Leaf,Well-Worn,1.0,0.75,1.0,1
MP5-SD | Kitbash (Battle-Scarred),MP5-SD | Kitbash,Battle-Scarred,0.17,0.25,0.73,60
MP5-SD | Kitbash (Factory New),MP5-SD | Kitbash,Factory New,1.29,1.59,8.33,36
MP5-SD | Kitbash (Field-Tested),MP5-SD | Kitbash,Field-Tested,0.24,0.34,0.48,206
MP5-SD | Kitbash (Minimal Wear),MP5-SD | Kitbash,Minimal Wear,0.55,0.72,2.78,64
MP5-SD | Kitbash (Well-Worn),MP5-SD | Kitbash,Well-Worn,0.21,0.29,0.71,48
MP5-SD | Lime Hex (Battle-Scarred),MP5-SD | Lime Hex,Battle-Scarred,0.16,0.03,0.17,93
MP5-SD | Lime Hex (Factory New),MP5-SD | Lime Hex,Factory New,0.17,0.09,0.47,77
MP5-SD | Lime Hex (Field-Tested),MP5-SD | Lime Hex,Field-Tested,0.02,0.03,0.21,31
MP5-SD | Lime Hex (Minimal Wear),MP5-SD | Lime Hex,Minimal Wear,0.04,0.06,0.61,12
MP5-SD | Lime Hex (Well-Worn),MP5-SD | Lime Hex,Well-Worn,0.03,0.03,0.09,3
MP5-SD | Liquidation (Battle-Scarred),MP5-SD | Liquidation,Battle-Scarred,0.03,0.05,0.24,502
MP5-SD | Liquidation (Factory New),MP5-SD | Liquidation,Factory New,0.28,0.34,3.12,168
MP5-SD | Liquidation (Field-Tested),MP5-SD | Liquidation,Field-Tested,0.04,0.06,0.2,932
MP5-SD | Liquidation (Minimal Wear),MP5-SD | Liquidation,Minimal Wear,0.06,0.09,0.5,284
MP5-SD | Liquidation (Well-Worn),MP5-SD | Liquidation,Well-Worn,0.03,0.04,0.11,721
MP5-SD | Necro Jr. (Battle-Scarred),MP5-SD | Necro Jr.,Battle-Scarred,0.03,0.05,0.17,333
MP5-SD | Necro Jr. (Factory New),MP5-SD | Necro Jr.,Factory New,0.27,0.29,1.92,80
MP5-SD | Necro Jr. (Field-Tested),MP5-SD | Necro Jr.,Field-Tested,0.03,0.05,0.21,1437
MP5-SD | Necro Jr. (Minimal Wear),MP5-SD | Necro Jr.,Minimal Wear,0.06,0.08,0.55,286
MP5-SD | Necro Jr. (Well-Worn),MP5-SD | Necro Jr.,Well-Worn,0.02,0.04,0.12,1249
MP5-SD | Neon Squeezer (Battle-Scarred),MP5-SD | Neon Squeezer,Battle-Scarred,0.14,0.08,0.68,159
MP5-SD | Neon Squeezer (Field-Tested),MP5-SD | Neon Squeezer,Field-Tested,0.07,0.1,0.58,282
MP5-SD | Neon Squeezer (Well-Worn),MP5-SD | Neon Squeezer,Well-Worn,0.2,0.08,0.64,106
MP5-SD | Nitro (Battle-Scarred),MP5-SD | Nitro,Battle-Scarred,4.22,4.68,6.09,24
MP5-SD | Nitro (Factory New),MP5-SD | Nitro,Factory New,7.96,7.74,9.4,9
MP5-SD | Nitro (Field-Tested),MP5-SD | Nitro,Field-Tested,4.27,5.12,5.47,150
MP5-SD | Nitro (Minimal Wear),MP5-SD | Nitro,Minimal Wear,3.94,4.86,5.78,40
MP5-SD | Nitro (Well-Worn),MP5-SD | Nitro,Well-Worn,3.99,4.63,5.07,13
MP5-SD | Oxide Oasis (Battle-Scarred),MP5-SD | Oxide Oasis,Battle-Scarred,,206.5,,0
MP5-SD | Oxide Oasis (Factory New),MP5-SD | Oxide Oasis,Factory New,350.0,440.08,423.97,5
MP5-SD | Oxide Oasis (Field-Tested),MP5-SD | Oxide Oasis,Field-Tested,,393.44,,0
MP5-SD | Oxide Oasis (Minimal Wear),MP5-SD | Oxide Oasis,Minimal Wear,300.0,335.92,354.75,4
MP5-SD | Oxide Oasis (Well-Worn),MP5-SD | Oxide Oasis,Well-Worn,359.29,258.12,359.29,1
MP5-SD | Phosphor (Battle-Scarred),MP5-SD | Phosphor,Battle-Scarred,2.77,3.81,5.02,24
MP5-SD | Phosphor (Factory New),MP5-SD | Phosphor,Factory New,11.89,11.45,23.5,14
MP5-SD | Phosphor (Field-Tested),MP5-SD | Phosphor,Field-Tested,3.38,4.04,5.17,255
MP5-SD | Phosphor (Minimal Wear),MP5-SD | Phosphor,Minimal Wear,5.5,6.25,9.14,26
MP5-SD | Phosphor (Well-Worn),MP5-SD | Phosphor,Well-Worn,3.69,4.01,5.55,14
MP5-SD | Savannah Halftone (Battle-Scarred),MP5-SD | Savannah Halftone,Battle-Scarred,0.08,0.11,0.77,111
MP5-SD | Savannah Halftone (Field-Tested),MP5-SD | Savannah Halftone,Field-Tested,0.23,0.14,1.21,226
MP5-SD | Savannah Halftone (Well-Worn),MP5-SD | Savannah Halftone,Well-Worn,0.2,0.12,0.79,75
MP5-SD | Statics (Battle-Scarred),MP5-SD | Statics,Battle-Scarred,0.06,0.09,0.21,103
MP5-SD | Statics (Factory New),MP5-SD | Statics,Factory New,0.6,0.65,2.44,24
MP5-SD | Statics (Field-Tested),MP5-SD | Statics,Field-Tested,0.09,0.14,0.22,165
MP5-SD | Statics (Minimal Wear),MP5-SD | Statics,Minimal Wear,0.18,0.25,0.81,88
MP5-SD | Statics (Well-Worn),MP5-SD | Statics,Well-Worn,0.06,0.08,0.1,139
MP7 | Abyssal Apparition (Battle-Scarred),MP7 | Abyssal Apparition,Battle-Scarred,0.88,1.11,2.61,58
MP7 | Abyssal Apparition (Factory New),MP7 | Abyssal Apparition,Factory New,8.61,9.16,20.85,14
MP7 | Abyssal Apparition (Field-Tested),MP7 | Abyssal Apparition,Field-Tested,1.32,1.48,3.48,121
MP7 | Abyssal Apparition (Minimal Wear),MP7 | Abyssal Apparition,Minimal Wear,3.17,3.29,6.14,21
MP7 | Abyssal Apparition (Well-Worn),MP7 | Abyssal Apparition,Well-Worn,0.85,1.1,2.32,78
MP7 | Akoben (Battle-Scarred),MP7 | Akoben,Battle-Scarred,0.2,0.28,0.59,21
MP7 | Akoben (Factory New),MP7 | Akoben,Factory New,0.5,0.54,4.43,24
MP7 | Akoben (Field-Tested),MP7 | Akoben,Field-Tested,0.27,0.35,0.97,77
MP7 | Akoben (Minimal Wear),MP7 | Akoben,Minimal Wear,0.35,0.41,0.8,47
MP7 | Akoben (Well-Worn),MP7 | Akoben,Well-Worn,0.38,0.31,0.46,4
MP7 | Anodized Navy (Factory New),MP7 | Anodized Navy,Factory New,2.01,2.22,3.36,651
MP7 | Anodized Navy (Minimal Wear),MP7 | Anodized Navy,Minimal Wear,2.2,1.72,4.05,75
MP7 | Armor Core (Battle-Scarred),MP7 | Armor Core,Battle-Scarred,0.09,0.12,0.28,24
MP7 | Armor Core (Factory New),MP7 | Armor Core,Factory New,0.26,0.37,3.32,77
MP7 | Armor Core (Field-Tested),MP7 | Armor Core,Field-Tested,0.07,0.11,0.31,149
MP7 | Armor Core (Minimal Wear),MP7 | Armor Core,Minimal Wear,0.14,0.2,0.42,40
MP7 | Armor Core (Well-Worn),MP7 | Armor Core,Well-Worn,0.15,0.2,0.41,21
MP7 | Army Recon (Battle-Scarred),MP7 | Army Recon,Battle-Scarred,0.02,0.03,0.04,1415
MP7 | Army Recon (Factory New),MP7 | Army Recon,Factory New,0.22,0.06,0.51,119
MP7 | Army Recon (Field-Tested),MP7 | Army Recon,Field-Tested,0.02,0.03,0.04,6524
MP7 | Army Recon (Minimal Wear),MP7 | Army Recon,Minimal Wear,0.02,0.03,0.07,603
MP7 | Army Recon (Well-Worn),MP7 | Army Recon,Well-Worn,0.02,0.03,0.03,1019
MP7 | Asterion (Battle-Scarred),MP7 | Asterion,Battle-Scarred,5.7,3.78,5.94,2
MP7 | Asterion (Factory New),MP7 | Asterion,Factory New,5.17,5.3,14.6,40
MP7 | Asterion (Field-Tested),MP7 | Asterion,Field-Tested,4.2,4.25,8.69,34
MP7 | Asterion (Minimal Wear),MP7 | Asterion,Minimal Wear,4.1,4.77,10.52,26
MP7 | Asterion (Well-Worn),MP7 | Asterion,Well-Worn,,4.12,,0
MP7 | Astrolabe (Battle-Scarred),MP7 | Astrolabe,Battle-Scarred,0.12,0.09,0.71,23
MP7 | Astrolabe (Factory New),MP7 | Astrolabe,Factory New,0.5,0.51,2.18,59
MP7 | Astrolabe (Field-Tested),MP7 | Astrolabe,Field-Tested,0.13,0.14,0.5,70
MP7 | Astrolabe (Minimal Wear),MP7 | Astrolabe,Minimal Wear,0.22,0.25,0.79,51
MP7 | Astrolabe (Well-Worn),MP7 | Astrolabe,Well-Worn,0.19,0.1,0.65,49
MP7 | Bloodsport (Battle-Scarred),MP7 | Bloodsport,Battle-Scarred,1.11,1.37,3.19,18
MP7 | Bloodsport (Factory New),MP7 | Bloodsport,Factory New,3.99,4.87,18.55,55
MP7 | Bloodsport (Field-Tested),MP7 | Bloodsport,Field-Tested,1.08,1.38,4.13,90
MP7 | Bloodsport (Minimal Wear),MP7 | Bloodsport,Minimal Wear,1.97,2.14,6.47,88
MP7 | Bloodsport (Well-Worn),MP7 | Bloodsport,Well-Worn,1.46,1.9,2.89,16
MP7 | Cirrus (Battle-Scarred),MP7 | Cirrus,Battle-Scarred,0.14,0.2,0.88,23
MP7 | Cirrus (Factory New),MP7 | Cirrus,Factory New,0.54,0.72,5.41,72
MP7 | Cirrus (Field-Tested),MP7 | Cirrus,Field-Tested,0.19,0.26,1.62,118
MP7 | Cirrus (Minimal Wear),MP7 | Cirrus,Minimal Wear,0.22,0.28,1.17,54
MP7 | Cirrus (Well-Worn),MP7 | Cirrus,Well-Worn,0.21,0.25,0.7,36
MP7 | Fade (Factory New),MP7 | Fade,Factory New,5.17,5.71,20.09,320
MP7 | Fade (Field-Tested),MP7 | Fade,Field-Tested,2.66,2.54,5.06,184
MP7 | Fade (Minimal Wear),MP7 | Fade,Minimal Wear,2.62,2.69,6.55,412
MP7 | Forest DDPAT (Battle-Scarred),MP7 | Forest DDPAT,Battle-Scarred,0.02,0.03,0.04,948
MP7 | Forest DDPAT (Factory New),MP7 | Forest DDPAT,Factory New,0.27,0.16,1.32,19
MP7 | Forest DDPAT (Field-Tested),MP7 | Forest DDPAT,Field-Tested,0.02,0.03,0.05,2076
MP7 | Forest DDPAT (Minimal Wear),MP7 | Forest DDPAT,Minimal Wear,0.03,0.04,0.34,46
MP7 | Forest DDPAT (Well-Worn),MP7 | Forest DDPAT,Well-Worn,0.02,0.03,0.04,484
MP7 | Full Stop (Battle-Scarred),MP7 | Full Stop,Battle-Scarred,,56.5,,0
MP7 | Full Stop (Factory New),MP7 | Full Stop,Factory New,61.0,57.64,67.5,4
MP7 | Full Stop (Field-Tested),MP7 | Full Stop,Field-Tested,,53.0,,0
MP7 | Full Stop (Minimal Wear),MP7 | Full Stop,Minimal Wear,,53.36,,0
MP7 | Full Stop (Well-Worn),MP7 | Full Stop,Well-Worn,,51.73,,0
MP7 | Groundwater (Battle-Scarred),MP7 | Groundwater,Battle-Scarred,,2.9,,0
MP7 | Groundwater (Factory New),MP7 | Groundwater,Factory New,46.97,25.57,50.69,2
MP7 | Groundwater (Field-Tested),MP7 | Groundwater,Field-Tested,3.1,2.56,99.66,8
MP7 | Groundwater (Minimal Wear),MP7 | Groundwater,Minimal Wear,6.99,4.1,28.97,5
MP7 | Groundwater (Well-Worn),MP7 | Groundwater,Well-Worn,,5.09,,0
MP7 | Guerrilla (Battle-Scarred),MP7 | Guerrilla,Battle-Scarred,0.85,0.82,3.8,155
MP7 | Guerrilla (Factory New),MP7 | Guerrilla,Factory New,3.08,2.05,9.93,13
MP7 | Guerrilla (Field-Tested),MP7 | Guerrilla,Field-Tested,0.8,1.01,1.78,61
MP7 | Guerrilla (Minimal Wear),MP7 | Guerrilla,Minimal Wear,1.31,1.39,1.66,16
MP7 | Guerrilla (Well-Worn),MP7 | Guerrilla,Well-Worn,0.58,0.76,2.88,114
MP7 | Gunsmoke (Battle-Scarred),MP7 | Gunsmoke,Battle-Scarred,1.79,1.9,1.8,2
MP7 | Gunsmoke (Factory New),MP7 | Gunsmoke,Factory New,7.99,8.21,22.19,3
MP7 | Gunsmoke (Field-Tested),MP7 | Gunsmoke,Field-Tested,1.37,1.62,1.98,8
MP7 | Gunsmoke (Minimal Wear),MP7 | Gunsmoke,Minimal Wear,3.06,2.17,4.74,9
MP7 | Gunsmoke (Well-Worn),MP7 | Gunsmoke,Well-Worn,2.41,2.03,2.41,2
MP7 | Impire (Factory New),MP7 | Impire,Factory New,4.29,5.57,11.91,22
MP7 | Impire (Field-Tested),MP7 | Impire,Field-Tested,2.55,3.33,4.94,22
MP7 | Impire (Minimal Wear),MP7 | Impire,Minimal Wear,3.04,3.96,5.83,48
MP7 | Impire (Well-Worn),MP7 | Impire,Well-Worn,2.69,2.72,5.96,6
MP7 | Just Smile (Battle-Scarred),MP7 | Just Smile,Battle-Scarred,0.47,0.63,1.41,80
MP7 | Just Smile (Factory New),MP7 | Just Smile,Factory New,2.39,2.68,6.95,25
MP7 | Just Smile (Field-Tested),MP7 | Just Smile,Field-Tested,0.58,0.81,1.99,53
MP7 | Just Smile (Minimal Wear),MP7 | Just Smile,Minimal Wear,1.08,1.37,2.64,44
MP7 | Just Smile (Well-Worn),MP7 | Just Smile,Well-Worn,0.51,0.65,1.0,58
MP7 | Mischief (Battle-Scarred),MP7 | Mischief,Battle-Scarred,0.12,0.2,0.46,205
MP7 | Mischief (Field-Tested),MP7 | Mischief,Field-Tested,0.15,0.21,0.49,218
MP7 | Mischief (Minimal Wear),MP7 | Mischief,Minimal Wear,0.47,0.48,2.69,43
MP7 | Mischief (Well-Worn),MP7 | Mischief,Well-Worn,0.13,0.18,0.18,84
MP7 | Motherboard (Battle-Scarred),MP7 | Motherboard,Battle-Scarred,0.04,0.05,0.34,29
MP7 | Motherboard (Factory New),MP7 | Motherboard,Factory New,0.18,0.25,0.94,272
MP7 | Motherboard (Field-Tested),MP7 | Motherboard,Field-Tested,0.03,0.06,0.23,128
MP7 | Motherboard (Minimal Wear),MP7 | Motherboard,Minimal Wear,0.09,0.13,0.42,189
MP7 | Motherboard (Well-Worn),MP7 | Motherboard,Well-Worn,0.04,0.05,0.22,61
MP7 | Nemesis (Factory New),MP7 | Nemesis,Factory New,14.68,18.37,29.85,22
MP7 | Nemesis (Field-Tested),MP7 | Nemesis,Field-Tested,4.71,6.21,16.58,11
MP7 | Nemesis (Minimal Wear),MP7 | Nemesis,Minimal Wear,7.26,8.83,10.02,29
MP7 | Neon Ply (Battle-Scarred),MP7 | Neon Ply,Battle-Scarred,1.59,1.7,3.1,12
MP7 | Neon Ply (Factory New),MP7 | Neon Ply,Factory New,5.33,5.91,8.87,9
MP7 | Neon Ply (Field-Tested),MP7 | Neon Ply,Field-Tested,1.75,1.72,2.17,45
MP7 | Neon Ply (Minimal Wear),MP7 | Neon Ply,Minimal Wear,2.37,3.25,5.42,40
MP7 | Neon Ply (Well-Worn),MP7 | Neon Ply,Well-Worn,1.24,1.67,2.33,25
MP7 | Ocean Foam (Factory New),MP7 | Ocean Foam,Factory New,4.18,4.56,13.43,33
MP7 | Ocean Foam (Minimal Wear),MP7 | Ocean Foam,Minimal Wear,4.15,4.66,21.72,2
MP7 | Olive Plaid (Battle-Scarred),MP7 | Olive Plaid,Battle-Scarred,,4.29,,0
MP7 | Olive Plaid (Factory New),MP7 | Olive Plaid,Factory New,6.39,4.45,31.42,8
MP7 | Olive Plaid (Field-Tested),MP7 | Olive Plaid,Field-Tested,3.21,2.95,3.21,1
MP7 | Olive Plaid (Minimal Wear),MP7 | Olive Plaid,Minimal Wear,7.99,3.38,10.32,3
MP7 | Olive Plaid (Well-Worn),MP7 | Olive Plaid,Well-Worn,,3.3,,0
MP7 | Orange Peel (Battle-Scarred),MP7 | Orange Peel,Battle-Scarred,,17.69,,0
MP7 | Orange Peel (Factory New),MP7 | Orange Peel,Factory New,,21.2,,0
MP7 | Orange Peel (Field-Tested),MP7 | Orange Peel,Field-Tested,,19.6,,0
MP7 | Orange Peel (Minimal Wear),MP7 | Orange Peel,Minimal Wear,,19.66,,0
MP7 | Orange Peel (Well-Worn),MP7 | Orange Peel,Well-Worn,,16.73,,0
MP7 | Powercore (Battle-Scarred),MP7 | Powercore,Battle-Scarred,0.51,0.62,2.37,38
MP7 | Powercore (Factory New),MP7 | Powercore,Factory New,3.59,3.72,12.04,21
MP7 | Powercore (Field-Tested),MP7 | Powercore,Field-Tested,0.68,0.87,1.33,24
MP7 | Powercore (Minimal Wear),MP7 | Powercore,Minimal Wear,1.67,1.66,5.77,26
MP7 | Powercore (Well-Worn),MP7 | Powercore,Well-Worn,0.57,0.76,1.22,9
MP7 | Prey (Battle-Scarred),MP7 | Prey,Battle-Scarred,0.7,0.87,0.96,4
MP7 | Prey (Factory New),MP7 | Prey,Factory New,0.72,0.76,2.4,68
MP7 | Prey (Field-Tested),MP7 | Prey,Field-Tested,0.62,0.68,0.91,58
MP7 | Prey (Minimal Wear),MP7 | Prey,Minimal Wear,0.72,0.7,1.57,17
MP7 | Prey (Well-Worn),MP7 | Prey,Well-Worn,0.83,0.65,0.84,2
MP7 | Scorched (Battle-Scarred),MP7 | Scorched,Battle-Scarred,8.22,6.16,8.87,2
MP7 | Scorched (Factory New),MP7 | Scorched,Factory New,11.49,11.17,11.49,1
MP7 | Scorched (Field-Tested),MP7 | Scorched,Field-Tested,9.22,7.01,24.34,5
MP7 | Scorched (Minimal Wear),MP7 | Scorched,Minimal Wear,9.99,8.46,18.86,23
MP7 | Scorched (Well-Worn),MP7 | Scorched,Well-Worn,16.08,6.29,16.08,2
MP7 | Short Ochre (Battle-Scarred),MP7 | Short Ochre,Battle-Scarred,0.02,0.03,0.16,3
MP7 | Short Ochre (Factory New),MP7 | Short Ochre,Factory New,0.44,0.08,2.67,38
MP7 | Short Ochre (Field-Tested),MP7 | Short Ochre,Field-Tested,0.5,0.03,1.17,6
MP7 | Short Ochre (Minimal Wear),MP7 | Short Ochre,Minimal Wear,0.19,0.05,0.94,4
MP7 | Short Ochre (Well-Worn),MP7 | Short Ochre,Well-Worn,0.02,0.03,0.03,2
MP7 | Skulls (Field-Tested),MP7 | Skulls,Field-Tested,22.1,25.68,24.87,23
MP7 | Skulls (Minimal Wear),MP7 | Skulls,Minimal Wear,22.48,25.45,67.8,32
MP7 | Special Delivery (Battle-Scarred),MP7 | Special Delivery,Battle-Scarred,1.27,1.38,1.72,7
MP7 | Special Delivery (Factory New),MP7 | Special Delivery,Factory New,6.13,5.94,14.42,11
MP7 | Special Delivery (Field-Tested),MP7 | Special Delivery,Field-Tested,1.43,1.81,4.54,17
MP7 | Special Delivery (Minimal Wear),MP7 | Special Delivery,Minimal Wear,3.18,3.22,3.95,7
MP7 | Special Delivery (Well-Worn),MP7 | Special Delivery,Well-Worn,1.8,1.54,12.2,4
MP7 | Sunbaked (Battle-Scarred),MP7 | Sunbaked,Battle-Scarred,0.02,0.03,0.25,575
MP7 | Sunbaked (Factory New),MP7 | Sunbaked,Factory New,0.24,0.17,1.44,126
MP7 | Sunbaked (Field-Tested),MP7 | Sunbaked,Field-Tested,0.02,0.03,0.16,1156
MP7 | Sunbaked (Minimal Wear),MP7 | Sunbaked,Minimal Wear,0.03,0.04,0.31,329
MP7 | Sunbaked (Well-Worn),MP7 | Sunbaked,Well-Worn,0.02,0.03,0.15,906
MP7 | Tall Grass (Battle-Scarred),MP7 | Tall Grass,Battle-Scarred,2.61,2.55,2.61,1
MP7 | Tall Grass (Factory New),MP7 | Tall Grass,Factory New,3.02,3.35,8.68,21
MP7 | Tall Grass (Field-Tested),MP7 | Tall Grass,Field-Tested,2.5,2.41,5.55,54
MP7 | Tall Grass (Minimal Wear),MP7 | Tall Grass,Minimal Wear,2.7,2.67,4.97,42
MP7 | Tall Grass (Well-Worn),MP7 | Tall Grass,Well-Worn,,4.67,,0
MP7 | Teal Blossom (Battle-Scarred),MP7 | Teal Blossom,Battle-Scarred,,96.83,,0
MP7 | Teal Blossom (Factory New),MP7 | Teal Blossom,Factory New,252.39,146.32,351.2,2
MP7 | Teal Blossom (Field-Tested),MP7 | Teal Blossom,Field-Tested,183.79,130.28,183.79,1
MP7 | Teal Blossom (Minimal Wear),MP7 | Teal Blossom,Minimal Wear,,149.52,,0
MP7 | Teal Blossom (Well-Worn),MP7 | Teal Blossom,Well-Worn,,136.0,,0
MP7 | Urban Hazard (Battle-Scarred),MP7 | Urban Hazard,Battle-Scarred,0.11,0.14,0.47,23
MP7 | Urban Hazard (Factory New),MP7 | Urban Hazard,Factory New,0.24,0.32,2.62,131
MP7 | Urban Hazard (Field-Tested),MP7 | Urban Hazard,Field-Tested,0.17,0.11,0.81,92
MP7 | Urban Hazard (Minimal Wear),MP7 | Urban Hazard,Minimal Wear,0.17,0.2,0.44,179
MP7 | Urban Hazard (Well-Worn),MP7 | Urban Hazard,Well-Worn,0.14,0.15,1.49,14
MP7 | Vault Heist (Battle-Scarred),MP7 | Vault Heist,Battle-Scarred,2.77,2.56,2.77,1
MP7 | Vault Heist (Factory New),MP7 | Vault Heist,Factory New,3.31,3.07,7.22,50
MP7 | Vault Heist (Field-Tested),MP7 | Vault Heist,Field-Tested,2.37,2.5,4.44,38
MP7 | Vault Heist (Minimal Wear),MP7 | Vault Heist,Minimal Wear,2.7,2.56,3.53,57
MP7 | Vault Heist (Well-Worn),MP7 | Vault Heist,Well-Worn,,3.74,,0
MP7 | Whiteout (Battle-Scarred),MP7 | Whiteout,Battle-Scarred,,16.16,,0
MP7 | Whiteout (Factory New),MP7 | Whiteout,Factory New,483.02,576.94,483.02,1
MP7 | Whiteout (Field-Tested),MP7 | Whiteout,Field-Tested,20.38,19.79,70.89,10
MP7 | Whiteout (Minimal Wear),MP7 | Whiteout,Minimal Wear,74.19,88.08,3575.03,13
MP7 | Whiteout (Well-Worn),MP7 | Whiteout,Well-Worn,,16.97,,0
MP9 | Airlock (Battle-Scarred),MP9 | Airlock,Battle-Scarred,1.53,1.77,3.33,21
MP9 | Airlock (Factory New),MP9 | Airlock,Factory New,13.24,15.44,19.44,26
MP9 | Airlock (Field-Tested),MP9 | Airlock,Field-Tested,1.86,2.55,6.44,44
MP9 | Airlock (Minimal Wear),MP9 | Airlock,Minimal Wear,5.11,5.82,8.18,32
MP9 | Airlock (Well-Worn),MP9 | Airlock,Well-Worn,1.87,1.85,3.2,19
MP9 | Arctic Tri-Tone (Battle-Scarred),MP9 | Arctic Tri-Tone,Battle-Scarred,4.94,5.0,6.26,4
MP9 | Arctic Tri-Tone (Factory New),MP9 | Arctic Tri-Tone,Factory New,10.19,12.03,21.54,49
MP9 | Arctic Tri-Tone (Field-Tested),MP9 | Arctic Tri-Tone,Field-Tested,4.76,5.07,7.47,90
MP9 | Arctic Tri-Tone (Minimal Wear),MP9 | Arctic Tri-Tone,Minimal Wear,6.3,6.84,14.3,65
MP9 | Arctic Tri-Tone (Well-Worn),MP9 | Arctic Tri-Tone,Well-Worn,8.2,5.16,8.2,1
MP9 | Army Sheen (Factory New),MP9 | Army Sheen,Factory New,0.88,0.83,3.98,765
MP9 | Army Sheen (Field-Tested),MP9 | Army Sheen,Field-Tested,0.71,0.73,1.71,92
